Protein,Protein Description,Protein Gene,A-100_0-14 Sum Normalized Area,A-100_0-28 Sum Normalized Area,A-100_0-42 Sum Normalized Area
sp|Q9NZI7|UBIP1_HUMAN,Upstream-binding protein 1 OS=Homo sapiens OX=9606 GN=UBP1 PE=1 SV=1,UBP1,1.8549E+4,1.0751E+4,1.8477E+4
sp|Q9UNN5|FAF1_HUMAN,FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2,FAF1,1.6986E+5,1.4397E+5,1.5439E+5
sp|Q9Y287|ITM2B_HUMAN,Integral membrane protein 2B OS=Homo sapiens OX=9606 GN=ITM2B PE=1 SV=1,ITM2B,4.0559E+4,3.2140E+4,2.3194E+4
sp|Q9Y4P1|ATG4B_HUMAN,Cysteine protease ATG4B OS=Homo sapiens OX=9606 GN=ATG4B PE=1 SV=2,ATG4B,2.4447E+4,2.1400E+4,2.1442E+4
sp|A0A075B6I7|LV548_HUMAN,Probable non-functional immunoglobulin lambda variable 5-48 OS=Homo sapiens OX=9606 GN=IGLV5-48 PE=1 SV=2,IGLV5-48,5.8280E+4,5.9573E+4,5.6093E+4
sp|O00410|IPO5_HUMAN,Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4,IPO5,6.2388E+5,6.5985E+5,6.3769E+5
sp|O75023|LIRB5_HUMAN,Leukocyte immunoglobulin-like receptor subfamily B member 5 OS=Homo sapiens OX=9606 GN=LILRB5 PE=1 SV=2,LILRB5,1.1454E+4,1.5946E+4,3.9235E+3
sp|O75157|T22D2_HUMAN,TSC22 domain family protein 2 OS=Homo sapiens OX=9606 GN=TSC22D2 PE=1 SV=3,TSC22D2,5.2572E+3,#N/A,2.5023E+3
sp|O94919|ENDD1_HUMAN,Endonuclease domain-containing 1 protein OS=Homo sapiens OX=9606 GN=ENDOD1 PE=1 SV=2,ENDOD1,5.7461E+6,5.8309E+6,5.7495E+6
sp|P0DJD8|PEPA3_HUMAN,Pepsin A-3 OS=Homo sapiens OX=9606 GN=PGA3 PE=1 SV=1,PGA3,9.7085E+4,9.6013E+4,1.0978E+5
sp|P15941|MUC1_HUMAN,Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=3,MUC1,4.5928E+4,6.9465E+4,4.9583E+4
sp|P30679|GNA15_HUMAN,Guanine nucleotide-binding protein subunit alpha-15 OS=Homo sapiens OX=9606 GN=GNA15 PE=1 SV=3,GNA15,1.1259E+4,1.2847E+4,8.6418E+3
sp|P36969|GPX4_HUMAN,Phospholipid hydroperoxide glutathione peroxidase GPX4 OS=Homo sapiens OX=9606 GN=GPX4 PE=1 SV=3,GPX4,8.1825E+5,9.9224E+5,1.0327E+6
sp|P51956|NEK3_HUMAN,Serine/threonine-protein kinase Nek3 OS=Homo sapiens OX=9606 GN=NEK3 PE=1 SV=2,NEK3,3.9283E+3,#N/A,#N/A
sp|P61916|NPC2_HUMAN,NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1,NPC2,1.2224E+5,1.3873E+5,1.3008E+5
sp|P80404|GABT_HUMAN,"4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ABAT PE=1 SV=3",ABAT,2.4865E+4,2.1292E+4,2.7355E+4
sp|Q08495|DEMA_HUMAN,Dematin OS=Homo sapiens OX=9606 GN=DMTN PE=1 SV=3,DMTN,5.5869E+6,5.5425E+6,5.9346E+6
sp|Q13162|PRDX4_HUMAN,Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1,PRDX4,1.5575E+6,1.4357E+6,1.4868E+6
sp|Q13418|ILK_HUMAN,Scaffold protein ILK OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2,ILK,2.6267E+7,2.5841E+7,2.8286E+7
sp|Q13642|FHL1_HUMAN,Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4,FHL1,8.6529E+6,8.3905E+6,8.3427E+6
sp|Q8N3C0|ASCC3_HUMAN,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens OX=9606 GN=ASCC3 PE=1 SV=3,ASCC3,1.2227E+5,8.8838E+4,8.9844E+4
sp|Q8NB49|AT11C_HUMAN,Phospholipid-transporting ATPase IG OS=Homo sapiens OX=9606 GN=ATP11C PE=1 SV=3,ATP11C,1.8220E+4,9.3201E+3,5.0098E+3
sp|Q8NBS9|TXND5_HUMAN,Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,TXNDC5,2.2496E+6,2.1639E+6,2.2170E+6
sp|Q8WZ75|ROBO4_HUMAN,Roundabout homolog 4 OS=Homo sapiens OX=9606 GN=ROBO4 PE=1 SV=1,ROBO4,5.6070E+3,4.3784E+3,#N/A
sp|Q96MW5|COG8_HUMAN,Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens OX=9606 GN=COG8 PE=1 SV=2,COG8,1.3449E+5,6.3754E+4,6.7047E+4
sp|Q9BPX6|MICU1_HUMAN,"Calcium uptake protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=MICU1 PE=1 SV=1",MICU1,8.7195E+4,1.0430E+5,7.9987E+4
sp|Q9BYE9|CDHR2_HUMAN,Cadherin-related family member 2 OS=Homo sapiens OX=9606 GN=CDHR2 PE=1 SV=2,CDHR2,7.0690E+5,7.4794E+5,7.6648E+5
sp|Q9H0N5|PHS2_HUMAN,Pterin-4-alpha-carbinolamine dehydratase 2 OS=Homo sapiens OX=9606 GN=PCBD2 PE=1 SV=4,PCBD2,1.4539E+4,1.2052E+4,1.7537E+4
sp|Q9Y5S1|TRPV2_HUMAN,Transient receptor potential cation channel subfamily V member 2 OS=Homo sapiens OX=9606 GN=TRPV2 PE=1 SV=1,TRPV2,7.2488E+4,4.1015E+4,6.9662E+4
sp|A7E2V4|ZSWM8_HUMAN,Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8 PE=1 SV=1,ZSWIM8,4.1508E+4,6.4746E+4,5.3810E+4
sp|O00478|BT3A3_HUMAN,Butyrophilin subfamily 3 member A3 OS=Homo sapiens OX=9606 GN=BTN3A3 PE=1 SV=1,BTN3A3,2.8658E+5,2.0492E+5,2.6709E+5
sp|O43678|NDUA2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3,NDUFA2,2.1320E+5,2.3494E+5,2.1558E+5
sp|O95858|TSN15_HUMAN,Tetraspanin-15 OS=Homo sapiens OX=9606 GN=TSPAN15 PE=1 SV=1,TSPAN15,1.5138E+5,1.3107E+5,1.5456E+5
sp|P07948|LYN_HUMAN,Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3,LYN,4.1552E+6,4.3746E+6,4.6780E+6
sp|P09382|LEG1_HUMAN,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,LGALS1,1.1238E+6,1.1057E+6,1.1947E+6
sp|P12829|MYL4_HUMAN,Myosin light chain 4 OS=Homo sapiens OX=9606 GN=MYL4 PE=1 SV=3,MYL4,8.2875E+5,2.7053E+5,3.0852E+5
sp|P14209|CD99_HUMAN,CD99 antigen OS=Homo sapiens OX=9606 GN=CD99 PE=1 SV=1,CD99,3.4758E+5,3.5607E+5,3.2969E+5
sp|P30086|PEBP1_HUMAN,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,PEBP1,8.7707E+5,9.5753E+5,8.9154E+5
sp|P47755|CAZA2_HUMAN,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,CAPZA2,1.3399E+6,1.2792E+6,1.3243E+6
sp|P48728|GCST_HUMAN,"Aminomethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=AMT PE=1 SV=1",AMT,3.5816E+4,3.2260E+4,3.3103E+4
sp|P61978|HNRPK_HUMAN,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,HNRNPK,1.1294E+5,1.2513E+5,1.0988E+5
sp|P78539|SRPX_HUMAN,Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1,SRPX,2.8896E+5,2.3172E+5,2.2278E+5
sp|Q3ZCQ8|TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2,TIMM50,1.9461E+5,1.6911E+5,1.5981E+5
sp|Q58A45|PAN3_HUMAN,PAN2-PAN3 deadenylation complex subunit PAN3 OS=Homo sapiens OX=9606 GN=PAN3 PE=1 SV=3,PAN3,#N/A,#N/A,#N/A
sp|Q5VT25|MRCKA_HUMAN,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1,CDC42BPA,1.0417E+5,1.0724E+5,8.9244E+4
sp|Q6ZRP7|QSOX2_HUMAN,Sulfhydryl oxidase 2 OS=Homo sapiens OX=9606 GN=QSOX2 PE=1 SV=3,QSOX2,8.8430E+4,1.0243E+5,2.4857E+5
sp|Q8NC44|RETR2_HUMAN,Reticulophagy regulator 2 OS=Homo sapiens OX=9606 GN=RETREG2 PE=1 SV=3,RETREG2,4.4516E+4,3.9646E+4,2.3203E+4
sp|Q8NCN5|PDPR_HUMAN,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens OX=9606 GN=PDPR PE=1 SV=2",PDPR,2.2167E+5,2.3354E+5,2.0491E+5
sp|Q8WUD1|RAB2B_HUMAN,Ras-related protein Rab-2B OS=Homo sapiens OX=9606 GN=RAB2B PE=1 SV=1,RAB2B,3.9505E+5,4.5576E+5,4.0364E+5
sp|Q92496|FHR4_HUMAN,Complement factor H-related protein 4 OS=Homo sapiens OX=9606 GN=CFHR4 PE=1 SV=3,CFHR4,4.6651E+6,4.5602E+6,4.7850E+6
sp|Q92823|NRCAM_HUMAN,Neuronal cell adhesion molecule OS=Homo sapiens OX=9606 GN=NRCAM PE=1 SV=3,NRCAM,2.8618E+5,3.2188E+5,5.2777E+5
sp|Q9BYC9|RM20_HUMAN,Large ribosomal subunit protein bL20m OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1,MRPL20,1.0354E+4,6.6138E+3,7.3735E+3
sp|Q9GZT8|NIF3L_HUMAN,NIF3-like protein 1 OS=Homo sapiens OX=9606 GN=NIF3L1 PE=1 SV=2,NIF3L1,4.9871E+5,3.9652E+5,4.0464E+5
sp|Q9H1Z8|AUGN_HUMAN,Augurin OS=Homo sapiens OX=9606 GN=ECRG4 PE=1 SV=1,ECRG4,1.9396E+4,6.5265E+3,2.0611E+4
sp|Q9UBB4|ATX10_HUMAN,Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1,ATXN10,8.8583E+4,1.5181E+5,9.8793E+4
sp|Q9UKF7|PITC1_HUMAN,Cytoplasmic phosphatidylinositol transfer protein 1 OS=Homo sapiens OX=9606 GN=PITPNC1 PE=1 SV=3,PITPNC1,1.0394E+5,1.0015E+5,1.0501E+5
sp|Q9UPU5|UBP24_HUMAN,Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3,USP24,4.7006E+5,5.0604E+5,4.8732E+5
sp|A4UGR9|XIRP2_HUMAN,Xin actin-binding repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=XIRP2 PE=1 SV=2,XIRP2,2.7714E+4,4.6825E+4,4.5348E+4
sp|O95861|BPNT1_HUMAN,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=1",BPNT1,3.1175E+5,2.3806E+5,2.6228E+5
sp|O95983|MBD3_HUMAN,Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1,MBD3,5.2651E+4,#N/A,#N/A
sp|P08697|A2AP_HUMAN,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3,SERPINF2,1.1729E+7,1.1888E+7,1.1991E+7
sp|P10144|GRAB_HUMAN,Granzyme B OS=Homo sapiens OX=9606 GN=GZMB PE=1 SV=2,GZMB,2.2027E+5,2.3398E+5,2.3893E+5
sp|P12273|PIP_HUMAN,Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1,PIP,5.0260E+4,5.0755E+4,5.1315E+4
sp|P19827|ITIH1_HUMAN,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3,ITIH1,5.2970E+9,5.5843E+9,5.6879E+9
sp|P31930|QCR1_HUMAN,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",UQCRC1,2.6687E+6,2.5497E+6,2.9785E+6
sp|P32004|L1CAM_HUMAN,Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM PE=1 SV=2,L1CAM,7.1048E+5,7.3328E+5,7.6198E+5
sp|P40429|RL13A_HUMAN,Large ribosomal subunit protein uL13 OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2,RPL13A,#N/A,#N/A,#N/A
sp|P42345|MTOR_HUMAN,Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,MTOR,6.8995E+4,6.7716E+4,6.4497E+4
sp|P53609|PGTB1_HUMAN,Geranylgeranyl transferase type-1 subunit beta OS=Homo sapiens OX=9606 GN=PGGT1B PE=1 SV=2,PGGT1B,1.4838E+4,1.7145E+4,9.0775E+3
sp|P56378|ATP68_HUMAN,"ATP synthase subunit ATP5MJ, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MJ PE=1 SV=1",ATP5MJ,4.1088E+5,4.6860E+5,4.1905E+5
sp|Q12794|HYAL1_HUMAN,Hyaluronidase-1 OS=Homo sapiens OX=9606 GN=HYAL1 PE=1 SV=2,HYAL1,2.6423E+4,4.1429E+4,3.3925E+4
sp|Q13011|ECH1_HUMAN,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2",ECH1,2.2585E+6,2.3253E+6,2.2942E+6
sp|Q13084|RM28_HUMAN,Large ribosomal subunit protein bL28m OS=Homo sapiens OX=9606 GN=MRPL28 PE=1 SV=4,MRPL28,1.4366E+4,1.2733E+4,1.4078E+4
sp|Q13619|CUL4A_HUMAN,Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3,CUL4A,4.2678E+4,2.5741E+5,1.2222E+5
sp|Q14994|NR1I3_HUMAN,Nuclear receptor subfamily 1 group I member 3 OS=Homo sapiens OX=9606 GN=NR1I3 PE=1 SV=2,NR1I3,2.8878E+4,2.9957E+4,2.7820E+4
sp|Q15436|SC23A_HUMAN,Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2,SEC23A,3.8813E+5,3.7294E+5,3.8686E+5
sp|Q5K4L6|S27A3_HUMAN,Long-chain fatty acid transport protein 3 OS=Homo sapiens OX=9606 GN=SLC27A3 PE=1 SV=4,SLC27A3,9.3603E+4,1.1787E+5,8.0728E+4
sp|Q8NFZ5|TNIP2_HUMAN,TNFAIP3-interacting protein 2 OS=Homo sapiens OX=9606 GN=TNIP2 PE=1 SV=1,TNIP2,8.4191E+3,6.8017E+3,9.7640E+3
sp|Q8TEQ0|SNX29_HUMAN,Sorting nexin-29 OS=Homo sapiens OX=9606 GN=SNX29 PE=1 SV=3,SNX29,1.3406E+5,1.2134E+5,1.3457E+5
sp|Q8WUM4|PDC6I_HUMAN,Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,PDCD6IP,3.0968E+6,3.1306E+6,3.1229E+6
sp|Q96A25|T106A_HUMAN,Transmembrane protein 106A OS=Homo sapiens OX=9606 GN=TMEM106A PE=1 SV=1,TMEM106A,#N/A,6.7823E+3,4.0165E+3
sp|Q96D31|ORAI1_HUMAN,Calcium release-activated calcium channel protein 1 OS=Homo sapiens OX=9606 GN=ORAI1 PE=1 SV=2,ORAI1,3.2555E+4,4.1426E+4,4.3401E+4
sp|Q9BVL4|SELO_HUMAN,"Protein adenylyltransferase SelO, mitochondrial OS=Homo sapiens OX=9606 GN=SELENOO PE=1 SV=3",SELENOO,4.4416E+4,2.7826E+4,4.6472E+4
sp|Q9BYD6|RM01_HUMAN,Large ribosomal subunit protein uL1m OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=2,MRPL1,1.6011E+5,1.0339E+5,1.8600E+5
sp|Q9NQA3|WASH6_HUMAN,WAS protein family homolog 6 OS=Homo sapiens OX=9606 GN=WASH6P PE=1 SV=3,WASH6P,9.3568E+4,1.4414E+5,2.7626E+5
sp|Q9NR19|ACSA_HUMAN,"Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens OX=9606 GN=ACSS2 PE=1 SV=1",ACSS2,2.1831E+5,2.4151E+5,2.2882E+5
sp|Q9NRA2|S17A5_HUMAN,Sialin OS=Homo sapiens OX=9606 GN=SLC17A5 PE=1 SV=2,SLC17A5,1.3830E+5,1.0595E+5,1.1344E+5
sp|Q9NYR9|KBRS2_HUMAN,NF-kappa-B inhibitor-interacting Ras-like protein 2 OS=Homo sapiens OX=9606 GN=NKIRAS2 PE=1 SV=1,NKIRAS2,2.2667E+4,2.0623E+4,2.3724E+4
sp|Q9UJS0|S2513_HUMAN,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2",SLC25A13,2.0705E+5,1.9227E+5,2.7691E+5
sp|Q9ULV4|COR1C_HUMAN,Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,CORO1C,9.7935E+6,9.8387E+6,9.6854E+6
sp|Q9Y6D5|BIG2_HUMAN,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens OX=9606 GN=ARFGEF2 PE=1 SV=3,ARFGEF2,9.5512E+4,1.1025E+5,2.2917E+5
sp|O14772|FPGT_HUMAN,Fucose-1-phosphate guanylyltransferase OS=Homo sapiens OX=9606 GN=FPGT PE=1 SV=3,FPGT,6.8976E+4,7.5437E+4,5.7735E+4
sp|O15031|PLXB2_HUMAN,Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3,PLXNB2,1.6242E+6,2.1161E+6,1.5886E+6
sp|O75608|LYPA1_HUMAN,Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1,LYPLA1,1.1842E+6,1.2330E+6,1.0561E+6
sp|O75912|DGKI_HUMAN,Diacylglycerol kinase iota OS=Homo sapiens OX=9606 GN=DGKI PE=1 SV=1,DGKI,1.0800E+4,1.3517E+4,1.8966E+4
sp|O94915|FRYL_HUMAN,Protein furry homolog-like OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=2,FRYL,1.3785E+5,1.4077E+5,1.0437E+5
sp|P00488|F13A_HUMAN,Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=5,F13A1,6.7079E+7,6.8258E+7,6.7650E+7
sp|P09917|LOX5_HUMAN,Polyunsaturated fatty acid 5-lipoxygenase OS=Homo sapiens OX=9606 GN=ALOX5 PE=1 SV=2,ALOX5,#N/A,#N/A,#N/A
sp|P11597|CETP_HUMAN,Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2,CETP,7.1966E+6,6.8181E+6,6.9455E+6
sp|P16035|TIMP2_HUMAN,Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2,TIMP2,4.1695E+3,9.4401E+3,3.7233E+3
sp|P35613|BASI_HUMAN,Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2,BSG,1.3905E+6,1.4725E+6,1.4746E+6
sp|P50991|TCPD_HUMAN,T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,CCT4,2.9977E+6,2.8823E+6,2.9497E+6
sp|Q02790|FKBP4_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3,FKBP4,1.2573E+5,1.3567E+5,1.2084E+5
sp|Q13867|BLMH_HUMAN,Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1,BLMH,4.2826E+5,4.0123E+5,4.0370E+5
sp|Q14457|BECN1_HUMAN,Beclin-1 OS=Homo sapiens OX=9606 GN=BECN1 PE=1 SV=2,BECN1,1.4527E+4,#N/A,2.1983E+4
sp|Q5VWJ9|SNX30_HUMAN,Sorting nexin-30 OS=Homo sapiens OX=9606 GN=SNX30 PE=1 SV=1,SNX30,3.6225E+6,3.6759E+6,3.1492E+6
sp|Q6XQN6|PNCB_HUMAN,Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2,NAPRT,1.6935E+6,1.8677E+6,1.7660E+6
sp|Q9BSF0|SMAKA_HUMAN,Small membrane A-kinase anchor protein OS=Homo sapiens OX=9606 GN=C2orf88 PE=1 SV=2,C2orf88,3.2526E+5,2.8621E+5,3.0453E+5
sp|Q9BWD1|THIC_HUMAN,"Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2 PE=1 SV=2",ACAT2,6.9930E+5,8.8880E+5,1.4683E+6
sp|Q9BXJ9|NAA15_HUMAN,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",NAA15,9.5474E+4,7.1172E+4,1.2641E+5
sp|Q9H7B4|SMYD3_HUMAN,Histone-lysine N-methyltransferase SMYD3 OS=Homo sapiens OX=9606 GN=SMYD3 PE=1 SV=4,SMYD3,1.2090E+5,1.4793E+5,1.3087E+5
sp|Q9NP81|SYSM_HUMAN,"Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1",SARS2,3.3957E+5,3.5526E+5,1.4949E+5
sp|Q9NQC7|CYLD_HUMAN,Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1,CYLD,8.8513E+4,8.0993E+4,1.0213E+5
sp|Q9NRB3|CHSTC_HUMAN,Carbohydrate sulfotransferase 12 OS=Homo sapiens OX=9606 GN=CHST12 PE=1 SV=2,CHST12,1.6409E+5,1.8341E+5,1.6869E+5
sp|Q9NX01|TXN4B_HUMAN,Thioredoxin-like protein 4B OS=Homo sapiens OX=9606 GN=TXNL4B PE=1 SV=1,TXNL4B,1.6978E+4,1.4445E+4,1.2206E+4
sp|Q9Y217|MTMR6_HUMAN,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR6 OS=Homo sapiens OX=9606 GN=MTMR6 PE=1 SV=3",MTMR6,1.0917E+5,1.0287E+5,7.6605E+4
sp|Q9Y6R4|M3K4_HUMAN,Mitogen-activated protein kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP3K4 PE=1 SV=2,MAP3K4,2.0539E+4,1.0060E+4,1.6423E+4
sp|O75348|VATG1_HUMAN,V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3,ATP6V1G1,1.7216E+5,1.6551E+5,1.7543E+5
sp|P04083|ANXA1_HUMAN,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2,ANXA1,1.8497E+5,1.6772E+5,2.0501E+5
sp|P07357|CO8A_HUMAN,Complement component C8 alpha chain OS=Homo sapiens OX=9606 GN=C8A PE=1 SV=2,C8A,2.9785E+6,3.1971E+6,3.2757E+6
sp|P10155|RO60_HUMAN,RNA-binding protein RO60 OS=Homo sapiens OX=9606 GN=RO60 PE=1 SV=2,RO60,5.8352E+5,6.6828E+5,6.5721E+5
sp|P30046|DOPD_HUMAN,D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3,DDT,6.1003E+5,5.5329E+5,5.9921E+5
sp|P39023|RL3_HUMAN,Large ribosomal subunit protein uL3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,RPL3,4.5980E+3,5.1807E+3,5.5581E+3
sp|P48061|SDF1_HUMAN,Stromal cell-derived factor 1 OS=Homo sapiens OX=9606 GN=CXCL12 PE=1 SV=1,CXCL12,7.4843E+4,6.2893E+4,6.4008E+4
sp|P49257|LMAN1_HUMAN,Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,LMAN1,7.7059E+5,9.1619E+5,8.8310E+5
sp|P52824|DGKQ_HUMAN,Diacylglycerol kinase theta OS=Homo sapiens OX=9606 GN=DGKQ PE=1 SV=2,DGKQ,7.1883E+3,6.5605E+3,8.8906E+3
sp|Q86V42|F124A_HUMAN,Protein FAM124A OS=Homo sapiens OX=9606 GN=FAM124A PE=1 SV=1,FAM124A,1.0033E+4,1.3984E+4,1.0472E+4
sp|Q86Y38|XYLT1_HUMAN,Xylosyltransferase 1 OS=Homo sapiens OX=9606 GN=XYLT1 PE=1 SV=1,XYLT1,2.3518E+4,3.0695E+4,2.9015E+4
sp|Q8IZR5|CKLF4_HUMAN,CKLF-like MARVEL transmembrane domain-containing protein 4 OS=Homo sapiens OX=9606 GN=CMTM4 PE=1 SV=1,CMTM4,7.3577E+3,6.0305E+3,6.1168E+3
sp|Q8N9B5|JMY_HUMAN,Junction-mediating and -regulatory protein OS=Homo sapiens OX=9606 GN=JMY PE=1 SV=2,JMY,5.2014E+3,6.1492E+3,5.2767E+3
sp|Q96EY1|DNJA3_HUMAN,"DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2",DNAJA3,7.0616E+4,5.5494E+4,6.7229E+4
sp|Q9BWP8|COL11_HUMAN,Collectin-11 OS=Homo sapiens OX=9606 GN=COLEC11 PE=1 SV=1,COLEC11,1.2330E+7,1.2489E+7,1.3019E+7
sp|Q9GZY6|NTAL_HUMAN,Linker for activation of T-cells family member 2 OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1,LAT2,1.3422E+5,1.3918E+5,1.4111E+5
sp|Q9Y5P6|GMPPB_HUMAN,Mannose-1-phosphate guanylyltransferase catalytic subunit beta OS=Homo sapiens OX=9606 GN=GMPPB PE=1 SV=2,GMPPB,7.1907E+5,7.6757E+5,7.6616E+5
sp|A8MSI8|LYRM9_HUMAN,LYR motif-containing protein 9 OS=Homo sapiens OX=9606 GN=LYRM9 PE=1 SV=2,LYRM9,#N/A,2.9868E+3,#N/A
sp|O75143|ATG13_HUMAN,Autophagy-related protein 13 OS=Homo sapiens OX=9606 GN=ATG13 PE=1 SV=1,ATG13,1.1929E+4,#N/A,7.2295E+3
sp|P20160|CAP7_HUMAN,Azurocidin OS=Homo sapiens OX=9606 GN=AZU1 PE=1 SV=3,AZU1,7.0449E+4,4.1689E+4,4.3131E+4
sp|P23786|CPT2_HUMAN,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2",CPT2,8.5694E+5,8.5454E+5,8.0534E+5
