Protein,Protein Description,Protein Gene,Astral_MixA_01 Sum Normalized Area,Astral_MixA_02 Sum Normalized Area,Astral_MixA_03 Sum Normalized Area,Astral_MixB_01 Sum Normalized Area,Astral_MixB_02 Sum Normalized Area,Astral_MixB_03 Sum Normalized Area,Astral_MixC_01 Sum Normalized Area,Astral_MixC_02 Sum Normalized Area,Astral_MixC_03 Sum Normalized Area,Astral_MixD_01 Sum Normalized Area,Astral_MixD_02 Sum Normalized Area,Astral_MixD_03 Sum Normalized Area,Astral_MixE_01 Sum Normalized Area,Astral_MixE_02 Sum Normalized Area,Astral_MixE_03 Sum Normalized Area,Astral_MixF_01 Sum Normalized Area,Astral_MixF_02 Sum Normalized Area,Astral_MixF_03 Sum Normalized Area,Astral_MixG_01 Sum Normalized Area,Astral_MixG_02 Sum Normalized Area,Astral_MixG_03 Sum Normalized Area,Astral_MixH_01 Sum Normalized Area,Astral_MixH_02 Sum Normalized Area,Astral_MixH_03 Sum Normalized Area,Astral_MixI_01 Sum Normalized Area,Astral_MixI_02 Sum Normalized Area,Astral_MixI_03 Sum Normalized Area,Astral_MixJ_01 Sum Normalized Area,Astral_MixJ_02 Sum Normalized Area,Astral_MixJ_03 Sum Normalized Area,Astral_MixK_01 Sum Normalized Area,Astral_MixK_02 Sum Normalized Area,Astral_MixK_03 Sum Normalized Area,Astral_MixL_01 Sum Normalized Area,Astral_MixL_02 Sum Normalized Area,Astral_MixL_03 Sum Normalized Area,Astral_MixM_01 Sum Normalized Area,Astral_MixM_02 Sum Normalized Area,Astral_MixM_03 Sum Normalized Area,Astral_MixN_01 Sum Normalized Area,Astral_MixN_02 Sum Normalized Area,Astral_MixN_03 Sum Normalized Area
sp|Q9Y2Q3|GSTK1_HUMAN,Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3,GSTK1,2.5409E+6,2.3652E+6,1.9785E+6,1.8316E+6,1.5409E+6,1.3643E+6,1.2328E+6,1.2575E+6,1.2413E+6,7.5946E+5,8.5793E+5,7.0347E+5,3.0104E+5,2.0001E+5,2.7483E+5,1.9719E+5,2.1806E+5,1.7079E+5,1.1386E+5,1.0199E+5,9.4131E+4,3.4380E+4,2.7636E+4,1.9955E+4,#N/A,#N/A,#N/A,#N/A,#N/A,3.1733E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y613|FHOD1_HUMAN,FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3,FHOD1,6.8498E+6,6.5341E+6,6.1998E+6,4.7438E+6,4.2140E+6,4.4160E+6,3.3777E+6,3.6002E+6,3.1672E+6,2.1432E+6,2.2966E+6,1.9215E+6,7.2077E+5,6.1047E+5,6.1015E+5,5.2134E+5,4.2053E+5,3.8141E+5,2.8631E+5,2.7662E+5,2.1530E+5,1.3364E+5,1.4557E+5,7.5783E+4,#N/A,2.4554E+3,9.5808E+3,7.6734E+3,#N/A,#N/A,#N/A,8.9332E+3,#N/A,1.6668E+3,#N/A,8.6358E+2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y6K9|NEMO_HUMAN,NF-kappa-B essential modulator OS=Homo sapiens OX=9606 GN=IKBKG PE=1 SV=2,IKBKG,3.4628E+5,3.4369E+5,3.1927E+5,2.1567E+5,1.9100E+5,2.0607E+5,1.8726E+5,1.0764E+5,1.7235E+5,9.4614E+4,9.9147E+4,6.1574E+4,2.0384E+4,#N/A,#N/A,#N/A,#N/A,2.0887E+3,#N/A,3.3575E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|A0A075B6K4|LV310_HUMAN,Immunoglobulin lambda variable 3-10 OS=Homo sapiens OX=9606 GN=IGLV3-10 PE=1 SV=2,IGLV3-10,3.0478E+6,2.9054E+6,2.7223E+6,2.3164E+6,1.9460E+6,2.0941E+6,2.0112E+6,1.7392E+6,1.7559E+6,1.4060E+6,1.6659E+6,1.1163E+6,8.9157E+5,9.8723E+5,7.8292E+5,8.6595E+5,6.8577E+5,7.7907E+5,6.9443E+5,7.0699E+5,5.3012E+5,6.2983E+5,3.9760E+5,5.5079E+5,2.1637E+4,2.1091E+4,1.7218E+4,1.9645E+4,1.6033E+4,8.0196E+3,9.8523E+3,#N/A,1.0855E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O75521|ECI2_HUMAN,Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4,ECI2,1.8932E+5,1.4506E+5,1.6530E+5,1.2414E+5,1.4577E+5,6.2886E+4,7.4229E+4,8.7262E+4,7.6550E+4,2.4323E+4,1.0567E+4,1.0391E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.1904E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P04424|ARLY_HUMAN,Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4,ASL,4.9890E+5,5.0468E+5,4.7962E+5,3.6800E+5,3.1545E+5,3.6111E+5,2.8749E+5,2.9647E+5,2.2483E+5,1.3474E+5,1.5782E+5,1.3709E+5,1.7607E+4,3.8983E+4,1.4432E+4,1.0503E+4,8.1359E+3,1.5565E+4,#N/A,#N/A,9.4067E+3,2.4741E+4,7.3287E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P10746|HEM4_HUMAN,Uroporphyrinogen-III synthase OS=Homo sapiens OX=9606 GN=UROS PE=1 SV=1,UROS,4.4656E+4,4.7340E+4,4.5952E+4,3.4198E+4,2.0976E+4,1.6616E+4,4.8211E+3,1.5064E+4,5.3339E+3,#N/A,3.5083E+3,3.2931E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P19623|SPEE_HUMAN,Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,SRM,6.5526E+4,5.9907E+4,4.3167E+4,1.1553E+4,1.0602E+4,1.1415E+4,6.5239E+3,8.7591E+3,7.7042E+3,#N/A,#N/A,3.9460E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P29376|LTK_HUMAN,Leukocyte tyrosine kinase receptor OS=Homo sapiens OX=9606 GN=LTK PE=1 SV=3,LTK,1.7102E+4,3.0200E+4,#N/A,#N/A,1.0634E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P43304|GPDM_HUMAN,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3",GPD2,6.6764E+6,6.3436E+6,5.8985E+6,4.2091E+6,3.8449E+6,3.8614E+6,2.9560E+6,2.9007E+6,2.5790E+6,1.6457E+6,1.6430E+6,1.4412E+6,5.4196E+5,5.7739E+5,4.6535E+5,4.2873E+5,3.7534E+5,3.4915E+5,2.4344E+5,2.0070E+5,2.4413E+5,6.8016E+4,9.5239E+4,8.8460E+4,6.8343E+3,4.2406E+3,1.9126E+3,1.1814E+4,8.9499E+3,2.1691E+3,#N/A,#N/A,#N/A,1.8337E+3,5.8728E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P52209|6PGD_HUMAN,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",PGD,5.1002E+6,4.8864E+6,4.7359E+6,3.3946E+6,3.0627E+6,3.1579E+6,2.5026E+6,2.4160E+6,2.2973E+6,1.3764E+6,1.7965E+6,1.2789E+6,6.5793E+5,4.5498E+5,3.9037E+5,3.6172E+5,2.8054E+5,3.2209E+5,1.9054E+5,1.8343E+5,1.2824E+5,7.3698E+4,9.1443E+4,7.4227E+4,8.2896E+3,1.5146E+4,9.3471E+3,#N/A,#N/A,#N/A,5.4986E+3,#N/A,#N/A,#N/A,3.7759E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q02338|BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=BDH1 PE=1 SV=3",BDH1,1.8370E+5,1.9451E+5,1.6499E+5,1.2575E+5,1.0170E+5,1.3158E+5,8.4471E+4,1.0163E+5,1.1896E+5,2.6291E+4,4.2149E+4,3.7320E+4,2.8861E+3,5.8214E+3,4.0763E+3,5.7323E+3,#N/A,3.2223E+3,#N/A,2.0919E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q14683|SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,SMC1A,#N/A,#N/A,#N/A,1.6892E+4,5.6085E+3,#N/A,1.8034E+4,#N/A,8.0738E+3,2.1665E+4,#N/A,6.5020E+3,9.7690E+3,1.1009E+4,4.9796E+3,#N/A,2.2104E+4,2.0611E+4,1.5417E+4,2.7269E+4,2.1713E+3,1.5386E+4,1.9409E+4,2.1719E+3,1.4285E+4,2.1332E+4,6.2540E+3,1.7257E+4,9.1216E+3,#N/A,#N/A,1.2892E+4,3.1363E+3,#N/A,#N/A,1.5485E+4,#N/A,2.7277E+4,7.5957E+3,#N/A,#N/A,1.0391E+4
sp|Q15370|ELOB_HUMAN,Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1,ELOB,2.3573E+5,2.4034E+5,2.1219E+5,1.7861E+5,1.6286E+5,1.9779E+5,1.9467E+5,9.9865E+4,1.5567E+5,1.2022E+5,5.1958E+4,5.4242E+4,1.6711E+4,2.5036E+4,2.0189E+4,1.0688E+4,1.4604E+4,1.6395E+4,1.0572E+4,1.1969E+4,1.0374E+4,8.0835E+3,6.3449E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8IY17|PLPL6_HUMAN,Patatin-like phospholipase domain-containing protein 6 OS=Homo sapiens OX=9606 GN=PNPLA6 PE=1 SV=3,PNPLA6,1.3670E+5,1.1539E+5,8.8872E+4,5.7385E+4,5.7562E+4,5.8082E+4,5.4703E+4,2.4129E+4,5.3455E+4,1.7684E+4,1.3784E+4,3.4669E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8NBF2|NHLC2_HUMAN,NHL repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=NHLRC2 PE=1 SV=1,NHLRC2,1.4223E+6,1.3556E+6,1.3874E+6,1.0758E+6,8.6880E+5,7.1645E+5,6.5738E+5,7.0283E+5,6.1918E+5,4.0219E+5,3.7921E+5,3.1381E+5,7.6753E+4,9.4276E+4,6.6772E+4,7.0973E+4,4.5427E+4,4.5339E+4,2.6545E+4,3.2140E+4,2.4038E+4,6.3281E+3,1.9208E+4,6.7865E+3,#N/A,4.2157E+3,#N/A,#N/A,#N/A,1.7541E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96PX8|SLIK1_HUMAN,SLIT and NTRK-like protein 1 OS=Homo sapiens OX=9606 GN=SLITRK1 PE=1 SV=2,SLITRK1,3.2271E+4,2.0970E+4,3.0244E+4,1.2897E+4,1.7966E+4,2.0187E+4,1.7792E+4,2.0591E+4,1.7866E+4,2.5949E+4,6.6255E+3,1.1908E+4,1.6665E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q99715|COCA1_HUMAN,Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2,COL12A1,1.9186E+6,1.7688E+6,1.6864E+6,1.2572E+6,1.0809E+6,1.1347E+6,7.8652E+5,8.2048E+5,7.5509E+5,4.6708E+5,4.4910E+5,4.1558E+5,6.2204E+4,3.9229E+4,6.5630E+4,9.5700E+4,9.3834E+4,1.0757E+5,9.0221E+4,2.2894E+3,1.0100E+4,7.7780E+3,3.9132E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9BW62|KATL1_HUMAN,Katanin p60 ATPase-containing subunit A-like 1 OS=Homo sapiens OX=9606 GN=KATNAL1 PE=1 SV=1,KATNAL1,6.5665E+3,1.5761E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9H0W9|CK054_HUMAN,Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1,C11orf54,2.6688E+5,2.7341E+5,2.9214E+5,1.8435E+5,1.5823E+5,2.0125E+5,1.1773E+5,1.5345E+5,1.3873E+5,4.6720E+4,6.3497E+4,6.8835E+4,9.1401E+3,9.5129E+3,7.1409E+3,1.4054E+4,#N/A,5.2376E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NRJ3|CCL28_HUMAN,C-C motif chemokine 28 OS=Homo sapiens OX=9606 GN=CCL28 PE=1 SV=1,CCL28,#N/A,#N/A,1.0614E+3,1.5684E+3,7.3230E+2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NXC2|GFOD1_HUMAN,Glucose-fructose oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GFOD1 PE=1 SV=1,GFOD1,1.1413E+5,1.0880E+5,1.4171E+5,2.5670E+4,5.3935E+4,5.3996E+4,3.2086E+4,6.5379E+3,2.5301E+4,3.1871E+4,4.9984E+4,1.2550E+4,#N/A,#N/A,2.6043E+4,#N/A,1.8703E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NXC5|MIOS_HUMAN,GATOR2 complex protein MIOS OS=Homo sapiens OX=9606 GN=MIOS PE=1 SV=2,MIOS,1.7625E+4,1.5313E+4,9.7343E+3,8.1164E+3,8.3668E+3,1.0698E+4,8.4973E+3,3.8228E+3,#N/A,#N/A,1.6659E+3,3.0976E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9P0S9|TM14C_HUMAN,Transmembrane protein 14C OS=Homo sapiens OX=9606 GN=TMEM14C PE=1 SV=1,TMEM14C,9.0055E+3,1.1544E+4,4.7181E+3,6.4023E+3,6.9860E+3,5.3288E+3,4.7782E+3,2.1677E+3,1.6933E+3,2.0230E+3,2.8208E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O75874|IDHC_HUMAN,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2,IDH1,1.9817E+6,1.9180E+6,1.7347E+6,1.3403E+6,1.2023E+6,1.1985E+6,9.6983E+5,1.0662E+6,9.1614E+5,5.2621E+5,5.7309E+5,5.0980E+5,1.5853E+5,2.1530E+5,1.5012E+5,9.4809E+4,9.7116E+4,1.1515E+5,8.6302E+4,7.8174E+4,4.4118E+4,3.1627E+4,2.1680E+4,2.7620E+4,6.9075E+3,3.2237E+3,3.2144E+3,8.2489E+3,3.5736E+3,4.1447E+3,#N/A,2.7570E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O76076|CCN5_HUMAN,CCN family member 5 OS=Homo sapiens OX=9606 GN=CCN5 PE=1 SV=1,CCN5,9.7055E+3,#N/A,1.5737E+4,6.2436E+3,1.2404E+4,5.9773E+3,5.8699E+3,3.8891E+3,8.8017E+3,2.6436E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O95352|ATG7_HUMAN,Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1,ATG7,2.4446E+5,2.9226E+5,2.0725E+5,1.6649E+5,1.6662E+5,1.8524E+5,1.1418E+5,7.6485E+4,1.3187E+5,5.5641E+4,5.1723E+4,4.4744E+4,9.7257E+3,4.3519E+3,2.2929E+3,9.1156E+2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P01880|IGHD_HUMAN,Immunoglobulin heavy constant delta OS=Homo sapiens OX=9606 GN=IGHD PE=1 SV=4,IGHD,6.0262E+4,5.0766E+4,3.7591E+4,2.4379E+4,3.3013E+4,2.2689E+4,9.2863E+3,1.1402E+4,3.8954E+3,1.6560E+4,1.1288E+4,1.1695E+3,#N/A,#N/A,3.4443E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P05154|IPSP_HUMAN,Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3,SERPINA5,2.1859E+6,3.0766E+6,1.9578E+6,1.4535E+6,1.3832E+6,1.3387E+6,1.0295E+6,1.1695E+6,1.1963E+6,1.0437E+6,6.9834E+5,5.6042E+5,2.4576E+5,2.4943E+5,1.9501E+5,2.3662E+5,2.0767E+5,1.6757E+5,1.7359E+5,6.9899E+4,1.1826E+5,9.3117E+4,1.0557E+5,4.4325E+4,#N/A,#N/A,1.4853E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P07477|TRY1_HUMAN,Serine protease 1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1,PRSS1,1.1126E+5,1.3496E+5,1.1716E+5,8.6454E+4,8.2261E+4,9.7787E+4,3.7779E+4,1.0407E+5,7.2713E+4,4.7680E+4,1.1948E+4,2.8296E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P50897|PPT1_HUMAN,Palmitoyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=PPT1 PE=1 SV=1,PPT1,2.8603E+4,2.0770E+4,1.7784E+4,1.0838E+4,1.2547E+4,1.5389E+4,1.0654E+4,1.1790E+4,7.6762E+3,#N/A,5.9235E+3,2.2058E+3,#N/A,#N/A,#N/A,1.3384E+3,#N/A,#N/A,2.6665E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q13425|SNTB2_HUMAN,Beta-2-syntrophin OS=Homo sapiens OX=9606 GN=SNTB2 PE=1 SV=1,SNTB2,4.7715E+3,6.0739E+3,3.8299E+3,3.2197E+3,#N/A,2.3118E+3,#N/A,#N/A,1.7176E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q14242|SELPL_HUMAN,P-selectin glycoprotein ligand 1 OS=Homo sapiens OX=9606 GN=SELPLG PE=1 SV=1,SELPLG,7.9154E+5,6.7042E+5,6.4348E+5,5.4396E+5,4.9581E+5,4.4962E+5,3.8483E+5,3.5798E+5,3.4249E+5,2.3896E+5,2.4015E+5,1.8687E+5,6.4029E+4,5.8041E+4,6.0118E+4,4.4977E+4,3.6932E+4,4.9162E+4,3.8789E+4,4.6042E+4,2.8498E+4,2.5120E+4,2.4633E+4,2.9374E+4,#N/A,1.4144E+4,1.3644E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q5T0N5|FBP1L_HUMAN,Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3,FNBP1L,4.1720E+5,3.6335E+5,3.0765E+5,1.3469E+6,1.4678E+6,7.2072E+5,8.6560E+5,1.8203E+6,2.4132E+6,2.2491E+6,9.9476E+4,9.4638E+5,1.1319E+4,#N/A,1.4714E+4,8.3918E+3,#N/A,3.3061E+3,1.3410E+4,1.9352E+4,#N/A,#N/A,#N/A,8.3972E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8IUI8|CRLF3_HUMAN,Cytokine receptor-like factor 3 OS=Homo sapiens OX=9606 GN=CRLF3 PE=1 SV=2,CRLF3,9.7486E+5,8.7209E+5,8.1338E+5,6.4801E+5,5.4146E+5,5.8710E+5,4.8582E+5,4.2694E+5,3.8843E+5,2.9132E+5,3.2634E+5,2.4057E+5,1.1155E+5,1.0414E+5,6.9800E+4,7.6123E+4,5.2378E+4,7.7421E+4,5.4320E+4,5.6134E+4,3.1318E+4,4.1121E+4,4.0062E+4,1.7061E+4,#N/A,3.8496E+3,1.0274E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8TDH9|BL1S5_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Homo sapiens OX=9606 GN=BLOC1S5 PE=1 SV=1,BLOC1S5,2.8058E+5,1.0681E+6,8.6203E+5,3.5244E+4,2.9745E+4,3.0479E+4,2.5952E+4,8.3685E+3,4.2486E+4,1.0788E+4,1.6282E+4,1.1643E+4,1.5442E+3,#N/A,#N/A,4.4584E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96AP7|ESAM_HUMAN,Endothelial cell-selective adhesion molecule OS=Homo sapiens OX=9606 GN=ESAM PE=1 SV=1,ESAM,5.1360E+6,4.4464E+6,3.6947E+6,2.3144E+6,2.8135E+6,2.3242E+6,1.7417E+6,1.8943E+6,1.8167E+6,1.2462E+6,1.2178E+6,1.0084E+6,4.9747E+5,9.6148E+5,4.2350E+5,1.1662E+5,1.6803E+5,4.9852E+5,1.1555E+5,2.5814E+5,7.9970E+4,7.6459E+4,5.2003E+4,6.3215E+4,#N/A,#N/A,#N/A,#N/A,#N/A,2.3967E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96I99|SUCB2_HUMAN,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2",SUCLG2,2.3566E+5,2.1725E+5,1.7446E+5,1.1791E+5,1.3837E+5,1.2259E+5,1.4307E+5,1.0219E+5,6.1135E+4,6.0997E+4,2.4019E+4,4.9270E+4,#N/A,#N/A,5.0468E+3,6.7569E+3,#N/A,#N/A,2.3855E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
